coralName,SFXTarget,SFXPublicName,OURTitle,OURLink
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_DENTISTRY_BACKFILES,"Wiley Online Library Dentistry backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_DERMATOLOGY_BACKFILE,"Wiley Online Library Dermatology Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_EARTH_ENVIRONMENTAL_SCIENCES_BACKFILE,"Wiley Online Library Earth and Environmental Sciences Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_ECONOMICS_FINANCE_AND_ACCOUNTING_BACKFILES,"Wiley Online Library Economics, Finance and Accounting backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_EDUCATION_BACKFILE,"Wiley Online Library Education Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_FOOD_SCIENCE_BACKFILE,"Wiley Online Library Food Science Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_FREE_2014,"Wiley Online Library Free 2014",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_FREE_2015,"Wiley Online Library Free 2015",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_GASTRO_HEPATOLOGY_BACKFILE,"Wiley Online Library Gastro & Hepatology Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_GEN_MEDICINE_BACKFILE,"Wiley Online Library General Medicine Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_GENETICS_AND_EVOLUTIO,"Wiley Online Library Genetics and Evolution Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_GEOGRAPHY_AND_DEVELOPMENT_BACKFILES,"Wiley Online Library Geography and Development backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_HEALTH_CARE_POLICY_MANAGEMENT_BACKFILE,"Wiley Online Library Health Care Policy and Management Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_HEMATOLOGY_BACKFILE,"Wiley Online Library Hematology Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_HISTORY_AND_ARCHAEOLOGY_BACKFILES,"Wiley Online Library History & Archaeology backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_INFECTIOUS_DISEASES_BACKFILE,"Wiley Online Library Infectious Diseases Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_JOURNAL_CHEMICAL_TECHNOLOGY_BIOTECHNOLOGY_SCI_BACKFILES,"Wiley Online Library Journal of Chemical Technology & Biotechnoly (SCI) Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_JOURNALS,"Wiley  Online Library",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_LANGUAGE_AND_LINGUISTICS_BACKFILES,"Wiley Online Library Language & Linguistics backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_LAW_BACKFILES,"Wiley Online Library Law backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_LITERATURE_CULTURAL_STUDIES_AND_ART_BACKFILES,"Wiley Online Library Literature, Cultural Studies and Art backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_MATERIALS_SCIENCE_BAC,"Wiley Online Library Materials Science Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_MATH_BACKFILE,"Wiley Online Library Math Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_MICROBIOLOGY_BACKFILES,"Wiley Online Library Microbiology backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_NATURAL_SCIENCES_AND_TAXONOMY_BACKFILES,"Wiley Online Library Natural Sciences and Taxonomy Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_NEUROLOGY_NEUROSURGERY_BACKFILE,"Wiley Online Library Neurology and Neurosurgery Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_NEUROSCIENCE_BACKFILE,"Wiley Online Library Neuroscience Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_NUMERICAL_ENG_BACKFIL,"Wiley Online Library Numerical Engineering Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_NURSING_BACKFILES,"Wiley Online Library Nursing backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_ONCOLOGY_BACKFILE,"Wiley Online Library Oncology Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_ONLINE_BOOKS,"Wiley  Online Library Online Books",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_OPEN_ACCESS_2014,"Wiley Online Library Open Access 2014",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_OPEN_ACCESS_2015,"Wiley Online Library Open Access 2015",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_OPEN_ACCESS_FREE_2013,"Wiley Online Library Open Access Free 2013",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_PATHOLOGY_LAB_MEDICINE_BACKFILE,"Wiley Online Library Pathology & Laboratory Medicine Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_PHARMACOLOGY_TOXICOLOGY_BACKFILE,"Wiley Online Library Pharmacology and Toxicology Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_PHILOSOPHY_BACKFILES,"Wiley Online Library Philosophy backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_PHYSICS_ASTRONOMY_BACKFILE,"Wiley Online Library Physics and Astronomy Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_POLITICS_BACKFILES,"Wiley Online Library Politics backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_POLYMER_BACKFILE,"Wiley Online Library Polymer Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_POLYMER_INTERNATIONAL_BACKFILE,"Wiley Online Library Polymer International Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_PSYCHOLOGY_BACKFILES,"Wiley Online Library Psychology Backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_RADIOLOGY_BACKFILE,"Wiley Online Library Radiology Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_RELIGION_AND_THEOLOGY_BACKFILES,"Wiley Online Library Religion and Theology backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_SOCIOLOGY_SOCIAL_POLICY_SOCIAL_WELFARE_AND_ANTHROPOLOGY_BAC,"Wiley Online Library Sociology, Social Policy, Social Welfare and Anthropology backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_SURGERY_BACKFILE,"Wiley Online Library Surgery Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_TRANSPLANTATION_BACKFILE,"Wiley Online Library Transplantation Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_TRIBOLOGY_BACKFILE,"Wiley Online Library Tribology Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_UROLOGY_NEPHROLOGY_BACKFILE,"Wiley Online Library Urology & Nephrology Backfile",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Wiley (UofA) and Appendices (UofA, COPPUL)",WILEY_ONLINE_LIBRARY_VETERINARY_MEDICINE_BACKFILES,"Wiley Online Library Veterinary Medicine backfiles",Wiley-Blackwell,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=WileyBlackwell"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
